id,rating,text,date,version,platform
3520bebd-e3e6-4021-bfc4-2c563ac4a91f,5,best for instant stock research and stock exchange .,2025-10-09,1.3.9,Android
e4e119d2-b40c-445d-a20d-05788fbeeeeb,5,this is the best stock recommendation,2025-10-09,unknown,Android
9a95e0c5-98a3-4b1e-8bb6-4127ef4a9825,5,good trade recommendation and best stocks recommendations,2025-10-09,unknown,Android
c5c0668b-7743-4b9c-af8a-e3f8f244c15e,5,Best app for stock recommendations.,2025-10-09,1.3.5,Android
36bcc01d-106d-4d54-a3a0-74cac160cfe6,5,Instant stock research and best trade recommendations,2025-10-09,unknown,Android
e6e0d76e-3c97-4ce8-94ea-99a10de8a00f,5,"best stock recommendations , absolutely preferable.",2025-10-09,unknown,Android
23872caf-d018-42a8-b6e8-3567028cec14,1,worst service. after payment for subscription. there is no tips . again and again asking to pay money for other services . so do not download this app.,2025-10-09,1.3.5,Android
18398537-355b-4a23-a2b7-576d4fb27218,1,even after stopping the whatsapp message updates it keeps sending messages..,2025-10-09,unknown,Android
0f0ff72c-2ff2-4fec-bd76-a6f359e9201b,1,fraud they advertise Limo is free and ask for coins to buy to ask Limo. Uninstalled it immediately I downloaded it,2025-10-08,1.3.5,Android
05a160a5-c0f8-4fd1-bc31-612d0c40c5b8,5,good,2025-10-08,1.3.5,Android
4953a2b6-2584-446d-8ffe-cede72789085,1,always asking for money and that is to huge. no demo available to test. uninstalled because I doubt their potential,2025-10-08,unknown,Android
eedcca3f-953f-48de-b247-18771db6d488,5,good,2025-10-08,1.3.5,Android
f6c14234-f089-43a4-8a16-53908d5d04fd,1,pahle bhari amount pay karo.. fir gurantee kuch bhi nahi hai ki aapko profit hoga .. accuracy no decided before..,2025-10-08,1.3.5,Android
4560b96e-a7f6-4496-a47d-4fc6bd50ebf0,4,GOOD APP,2025-10-07,1.3.5,Android
d966006a-0a52-45a8-9681-f0dffef0543a,1,Hindi move new and old hd movi how I installapp free,2025-10-07,1.3.5,Android
44141214-b5bd-44c4-aff9-211aa7ff7477,1,"l try to know only two stocks free ,to check the app. Not get chance. lam Not ready to give money before confirm. So I dont want the app. uninstalled.",2025-10-07,1.3.5,Android
b9061ab7-9b69-43fe-b0bf-079057430ab5,1,"The experience is worst. All the advice given through WhatsApp is not acceptable. The profit % shown by the app. is wrong and baseless. Interestingly, I want to share my experience of the so called 'arjun' plan. First, the discount was 40% for 1 year subscription and when I didnt subscribe the discount rate increased to 60%. And the app always recommend subscription of 1 year. By which after payment the dissatisfied customer can't do anything.",2025-10-07,unknown,Android
dded6930-0de4-4113-a474-af28b20446b7,1,worst f&o calls they charge extra money for f & O and give worst calls,2025-10-07,1.3.5,Android
3b34361a-03d0-4826-af3f-2e5c74a2dd28,5,Nice 👍,2025-10-06,1.3.5,Android
4eaad7a1-adec-42a3-9844-299d8f4d2684,5,good,2025-10-06,1.3.5,Android
37567775-ca03-4086-ad5d-7c8305872fec,5,good,2025-10-06,1.3.5,Android
e9c6849c-b344-4c49-a3bd-c1e03b43c4a5,1,please make available kotak securities,2025-10-06,1.3.5,Android
2520d2ff-8a24-45f5-82c5-d4595ec0b46f,5,"Really very good advisory service. I have wasted five years in many advisory services and got losses of Rs.18L. Now joining this hope to recover. In our country many fake advisory services. Thanks team Liquide advisory for their support to recover from losses. Regards, Romesh Malhotra Jammu",2025-10-05,1.3.5,Android
4d87f1f2-151e-47f1-aa5d-7ea02d032cb5,1,charge too much,2025-10-05,unknown,Android
83cab0a5-d2e6-4ae6-a9a9-bed152da22c9,5,good 👍,2025-10-05,1.3.5,Android
7474a3b0-f07d-49b2-9f66-3f8032d4eeda,1,"It's a scam. Let me tell you why. First they have an ""All"" tab which you would think shows all their trades. But no, it only shows the trades that hit targets. not even cost to cost trades. the argument of the sales person ""we have separate tabs to show other categories of trades"" but they will never answer why they have an ""all"" and ""Target hits"" showing the exact same lists. don't buy this, you will always see all trades that hit targets but all the lost trades will be hidden away.",2025-10-04,1.3.5,Android
9b44d5a1-b99d-487e-8dfe-27f581d11109,1,"maha ghatiya app , kuch bhi Naya naahi hai , wo saari cheezein chargeable hain jo duniya bhar ke log free de rahe hain., nahi chalega Bhai",2025-10-04,1.3.5,Android
afc176de-0d8e-4e0b-9313-58be916d231b,4,good,2025-10-04,1.3.5,Android
488ced13-40de-4dcc-b1e0-4362c26bb81e,5,ok,2025-10-03,1.3.5,Android
f3a61b92-f2c5-4a39-9538-0096cf475167,1,service not Ok,2025-10-03,unknown,Android
cf1c411d-39e1-4748-b81b-f8774e6b32a6,5,Good analysis. Supports immediate decision making.,2025-10-03,1.3.5,Android
8ac046c6-6a59-4692-b1a4-d70617f001b9,5,it is good,2025-10-03,1.3.5,Android
3a3c3e47-b2a4-481e-af15-5b7ac9e6f515,3,ok,2025-10-02,1.3.5,Android
ef5d5fa6-5b5a-4e7e-a7a9-e44cf2455e55,5,It is one of the smoothest app. It has best stock recommendations.,2025-10-02,1.3.5,Android
653289a7-e3a4-40c6-a425-68a5f1c5ab52,5,best hai aap but price Kam rakhna tha,2025-10-02,1.3.5,Android
cc4efbe6-1f04-4f9f-a124-025d71eb7d80,5,good,2025-10-02,1.3.5,Android
9c9a0af6-d7bc-4626-ac92-2593e27570eb,5,best app,2025-10-02,1.3.5,Android
d8ded617-fc6e-4355-b14f-cda2263aa831,5,Great,2025-10-02,1.3.5,Android
8663066e-e268-423b-953f-ba2fe4f1cf5b,5,the best thing about this app is gives stock detailes research in a second,2025-10-01,unknown,Android
4f0b534f-6a89-4b39-a77d-631eb1719782,5,A really good Platform to review your Portfolio and investment but with some reasonable prices,2025-10-01,1.3.5,Android
9dcaa1bb-8a30-48dc-9d0f-041c946515c3,5,Nice 👍,2025-10-01,1.3.5,Android
db94a5f0-1e83-4b1f-96fc-21f5e892c321,5,good app,2025-10-01,1.3.5,Android
954c4d5d-cbab-4f9e-9503-560eff90c2b5,1,Don't use waste of money,2025-10-01,1.3.5,Android
898835b6-7fcb-4125-bed2-c9f38dc9cbd7,5,wonderful app. it gives analysis and advice for r selling or holding within no time.,2025-10-01,1.3.5,Android
36fc0ccb-769e-4a40-a0c6-25b4b7554f6c,1,fake information shere,2025-10-01,unknown,Android
99cac8ad-d912-41d2-8230-9bc789ed1d33,5,Excellent,2025-10-01,1.3.5,Android
76855219-16c6-4a8d-a224-bcba7999a11f,5,This is the best stock recommendation app,2025-09-30,1.3.5,Android
b5e2fe2c-aa36-4129-a20a-62cfca52a8ca,5,excellent,2025-09-30,1.3.5,Android
1378e0f2-974e-4612-9dcf-c76b7610d4da,1,"The Liquide app’s privacy policy has several concerns: They can change terms anytime without notifying users. Withdrawing consent means services are denied, making consent meaningless. They disclaim responsibility for data breaches. Vague data retention — no clear timelines. Very broad government/third-party data sharing. Unlimited use of ""anonymized"" data with no safeguards. No proper cookie opt-in, just forced acceptance. Last updated in 2022, not aligned with new data protection laws",2025-09-30,1.3.5,Android
b48be9b9-bc4a-436a-886e-0f78f9781c72,1,Bakwaas,2025-09-30,unknown,Android
e6afc25a-434b-4bf4-ad12-4e809055be70,5,Instant stock research and reliable trade recommendations make this app stand out from others.,2025-09-30,unknown,Android
b129b3a7-2b22-48de-883e-cb6d8e0d5fdd,5,very good 👍👍,2025-09-30,1.3.5,Android
21ecdb8f-ef79-4503-8a4d-a78ac27d3756,4,good 👍,2025-09-29,1.3.5,Android
283eb02b-43ab-4469-8bdd-f4cdd1937185,1,I took the subscription a week back for option trading..n after watching all the results in the telegram channel I was very thrilled to start option trading today....but the worst thing is You will never ne able to purchase with what they provide in telegram channel...because they initially purchase the trade for 3 to 5 mins earliest and later they post in telegram channel by then price will be 2to 3 rs high n they wont even give clue about exiting they just directly post it in channel..,2025-09-29,1.3.5,Android
e8460b3b-ce43-412f-8ddd-fdaf3907b3a6,5,good service,2025-09-29,1.3.5,Android
8413a2df-8461-4bc9-a3dc-dee38e848668,5,"The apps usability is great! I've followed their best stock recommendations and seen consistent gains in my portfolio! This platform transformed my investment strategy, helping me build real wealth with solid insights. This app is very helpful.",2025-09-28,1.3.5,Android
5fcfa438-56d5-44f1-8f09-13bca9158b10,5,User friendly app!,2025-09-28,unknown,Android
1d623e29-e656-49b8-96e9-23f29cd4db0a,4,Very user-friendly interface. I found the instant stock research tool extremely helpful when deciding on trades. The trade recommendations feel accurate and reliable. A solid app overall for anyone serious about investing.,2025-09-28,unknown,Android
e25ddf5e-0951-41f4-8550-be0446da76a9,5,The app magnifies a great experience in it’s graphics and uses trade recommendations to modify our concerns and uses the best Ai stock insights to get growth and help us to get wealth. Thereafter it allows me to spealize my skills .,2025-09-28,unknown,Android
224e2a1e-252f-468c-b91d-7f05ee959a48,5,I liked the stock card insights and best stock recommendations. Simple and effective app.,2025-09-28,1.3.5,Android
434367e8-25fa-4abf-ae4b-26241d941e92,5,I really like using Liquide for my investments. The stock card insights make it easy to understand a company’s performance before making a decision. I also found the instant stock research feature very helpful since it saves time and gives clear details. This app has improved how I manage my wealth and plan trades. Highly recommended for anyone serious about investing!,2025-09-28,1.3.5,Android
ac0746e2-a486-41d5-bee9-4012b4802f6e,5,"Liquide provides some of the best stock recommendations I’ve come across. The trade recommendations are practical and simple to follow. I especially appreciate the way the app explains things clearly, even for someone who is not a market expert. It has been a reliable partner in growing my investments. Definitely worth trying!",2025-09-28,unknown,Android
0a0aea91-15d1-4373-9b26-9e6f317edea3,5,"instant stock research and stock card insights, this app made my work easy",2025-09-28,1.3.5,Android
ca3c8f01-f936-475c-a651-d7572fdfaad0,5,Really impressed with Liquide! The stock card insights are very clear and easy to understand. It helps me make smarter investment decisions and manage my wealth better. Definitely one of the best stock recommendation apps I’ve tried.,2025-09-28,1.3.5,Android
3a9b196d-e689-4265-b5e0-2bb5cb377ad2,5,"""Amazing app for stock investing! The trade recommendations are spot on and the stock card insights give me a clear picture of each company. Highly recommend!""",2025-09-28,1.3.5,Android
805fd43e-7c21-4592-9a1e-dfa0554f2f82,5,Using this app was absolutely a great experience for me and highly recommend it for best stock recommendation and instant stock research,2025-09-28,1.3.5,Android
f745aa06-f4c2-43d4-bc04-cf0a3b2f2318,5,A well-designed app offering efficient stock research and insightful trade recommendations. The stock card insights are particularly useful for making informed investment decisions.,2025-09-28,unknown,Android
05982829-a7e4-4c24-9e8f-940259d3e2ba,5,"I like how easy it is to get trade ideas without digging through endless data. I don’t follow every suggestion, but the trade recommendations have been surprisingly solid. Recommend for both beginners and more serious investors.",2025-09-28,1.3.5,Android
dfdeebea-a05f-4ba8-9b9d-2deaef23efcd,5,"Best stock app , I recommend you all to install this app. It helps in instant stock research. It gives insights in stock card. For trade this app is the best.",2025-09-28,1.3.5,Android
b39b0432-1bf2-4cd1-bae6-41574e832a3f,5,"best stock and trade recommendation, loved this app.",2025-09-28,1.3.5,Android
1240682c-133f-4151-af12-261f479a65ed,5,"This app gives the best stock recommendations, absolutely love using it. Is very easy to use!",2025-09-28,1.3.5,Android
b0110688-b9d4-4430-8ff2-2cf540f09adb,5,"I’ve tried a lot of platforms, but this one genuinely adds wealth to my portfolio. The best stock recommendation feature feels well-researched, and I love how quickly I get instant stock research whenever I need it. The stock card insights are simple yet detailed, making it easier to take action. The trade recommendations have been spot on for me so far.",2025-09-28,unknown,Android
daf27b28-fb93-47a1-93af-f15f90f746da,1,"The most foolish app I ever came across in this category. Even after subscribing they keep on pushing their other products and keep on advertising about FnO, and how the subscribers are making money. It's one more trap like other apps.",2025-09-28,unknown,Android
d63b048e-1d0c-471a-a44c-2d258e96b894,4,"As someone still learning about investments, I find Liquide very easy to use. The stock card insights make financial data quite simple to understand. The app gives some of the best stock recommendations, and the instant stock research helps me stay updated quickly. Liquide’s trade recommendations guide me to make better choices and grow my wealth with more confidence.",2025-09-28,1.3.5,Android
67190dad-2afb-4a7d-bb6a-c2eff29e8275,2,i can't even open this app. its closing automatically giving warning this app has a bug. update it once developer fix this bug.,2025-09-27,unknown,Android
a386ce7b-1850-46ee-88b7-ddb43137082a,5,"liquide is a very helpful app for stock and mutual fund investors. the portfolio health check ,AI assistant, and stock recommendations make investing much easier, especially for beginners. The design is clean and the insights are practical. Great tool to track and improve investments!”",2025-09-27,1.3.5,Android
946e9201-30c8-4d5c-a16e-b4908b630a0b,1,irrevent add,2025-09-27,unknown,Android
b49ea4ae-9dd8-4475-a431-0350a9d85b1d,5,good,2025-09-26,1.3.5,Android
cab177a1-2559-487b-9a25-d10a1790777c,5,great App,2025-09-26,1.3.5,Android
3f9c8e90-bb20-456c-829f-26ff1df93a98,1,very bad experience. Don't install and don't subscribe,2025-09-26,1.3.5,Android
20aa2d0e-69c7-48a3-b9fe-77dfb68065a0,2,i uninstalled this app because it is not free secondly it does not seem like user-friendly,2025-09-26,unknown,Android
4a4c9353-1711-4ec8-a47a-b8be6e9d458e,5,Best stock recommendation app with instant stock research that keeps you ahead of the market.,2025-09-25,unknown,Android
dad75fd7-7e61-4007-9884-c4a017d25bac,1,very worst,2025-09-25,unknown,Android
5d551ff9-1120-4cdb-9dc8-4b7cae8ac12c,5,good,2025-09-25,1.3.5,Android
29f8fc39-a7c0-4f83-af00-9e538c6e038d,5,very good service,2025-09-25,1.3.5,Android
24aaeae7-8318-493d-a884-0f6719c1d25f,5,"“Liquide has revolutionized the way I handle my finances. Its simple and user-friendly design makes tracking my investments effortless. The Stock Card Insights are incredibly helpful, providing fast and clear stock analysis. I’d strongly recommend it to anyone serious about building their wealth!”",2025-09-24,unknown,Android
b1705b7d-2df1-4abe-9e48-b886327b7f95,5,supreb,2025-09-24,unknown,Android
41eb7f98-3be6-4bef-95bb-e58d53758c15,5,This app gives best stock recommendations with instant stock research. Highly recommended for everyone!!!,2025-09-24,1.3.5,Android
c6927884-ac2e-4473-aa67-3dfeaba9cdad,5,best,2025-09-24,1.3.5,Android
e974c2e9-7162-40eb-94a8-80859af3601d,4,exelent 💖💖,2025-09-24,1.3.5,Android
49099d6a-b560-4e66-97bb-7b393736d124,1,tries to take info of your current investment. just useless app and try to take your data rather then providing insights on stocks,2025-09-24,unknown,Android
7992ab85-1d17-4cba-b3bf-58ffe897863d,3,deleted the app based on online reviews and no demo availability.,2025-09-24,unknown,Android
3556c5d3-bd3a-4e26-a6ba-40e249a7a4ef,5,the app provides very accurate information regarding the stock market and gives the best recommendations,2025-09-24,unknown,Android
99339664-9120-4e06-b2c3-468abb7f78c3,5,good,2025-09-24,unknown,Android
2cf330e5-bc58-4b48-a278-b53eda5c0d16,5,very good app,2025-09-23,1.3.5,Android
589098dc-b3c5-4f47-9e29-165dabbc56ae,5,LIMO is the best. How to change dark mode to light mode,2025-09-23,1.3.5,Android
a6e49473-fb58-428a-a23f-de2bfda52fde,5,"As I started my investment journey, I found this app Stock recommendations quite satisfactory.",2025-09-23,1.3.5,Android
4e897ea5-65e6-476d-bc3c-2bc1ff83432d,4,good but I think some technically ishow,2025-09-23,1.3.5,Android
062178db-957b-4dfc-ad41-75e17af316ad,1,ridiculous,2025-09-23,unknown,Android
3e390c09-85c2-4ecf-879e-05636437ac06,5,Great app for instant stock research and trade recommendations. Really helps in growing wealth,2025-09-23,unknown,Android
7427ef39-e026-4f81-b8f9-654945cb5570,1,worst app. i lose money by your recommendation. kindly refund me I don't want to hold subscription anymore.,2025-09-23,1.3.5,Android
97ba0db4-ca0b-4362-90d3-79b93ec974b3,1,accuracy is Zero,2025-09-23,1.2.2,Android
bf8c70ac-6bb8-4d79-bb06-b32334a0a045,1,Expensive,2025-09-23,1.3.5,Android
8bae3d8a-2055-4964-a851-86f8215b5168,5,things,2025-09-23,1.3.5,Android
4c8c077d-75a7-4f11-a400-b43b34c73001,4,why paytm money and sbi securities are not included,2025-09-23,1.3.5,Android
f8fe417b-8d08-4eb2-bb5e-187a2858d523,1,kavach subscribe Kiya every time loss worst analysis,2025-09-22,unknown,Android
a32ac42e-2d69-4d11-bb24-1fa28ba7d318,5,"good,",2025-09-22,1.3.5,Android
406082d5-7a2a-4f2b-80d4-f6a4b39c4f2f,5,good,2025-09-22,1.3.5,Android
de070d98-7169-460d-bfe4-bedfa1e97c29,5,nice,2025-09-21,1.3.5,Android
5ab31bd6-2935-4028-8c54-c611f4e3d992,5,Excellent AI research reports. Thanks,2025-09-21,1.3.5,Android
bc705e51-64ee-4563-bc8d-8eaa7b1ce0b0,1,"This app is a complete scammy joke. They pretend to “authenticate” you with an OTP, but the OTP actually comes from MF Central. That means the moment you log in, they quietly pull your entire MF portfolio without your consent. They’re not authenticating anything, they’re just siphoning off your data. And it gets worse — try deleting your account and they flat out refuse. Instead they sit on your personal data for months. Absolutely shady, zero transparency.",2025-09-21,1.3.5,Android
53d63296-8d1f-496c-81d2-e6700fd3565b,4,nice app,2025-09-21,1.3.5,Android
9f30f3f3-9a1d-44b0-ad50-88c8e581d458,5,Some issues but nice working share market,2025-09-21,1.3.5,Android
9415d336-45ca-440b-b456-32e6652bb347,5,Much better than competition,2025-09-20,1.3.5,Android
3b5a5192-ba24-470a-ac0a-95caf37351a9,5,superb,2025-09-20,1.3.5,Android
cf352360-cfd3-4211-91c7-893c06aa5f1f,5,excellent report 👌,2025-09-20,unknown,Android
5134b054-0ab2-41d5-bec5-b135c7ff9554,2,when we can get these at free of cost. then why are you asking to select a plan or buy coins just after installation. There are many ai doing better jobs than this. what is your moto? to earn from investors or from the stocks? or from the companies?,2025-09-19,unknown,Android
dcfc26b7-f587-48bf-90b3-f3f5170e545e,5,good analyses,2025-09-18,1.3.5,Android
d860599b-1a25-440b-aca6-108719cd1c10,5,good app,2025-09-18,1.3.5,Android
7860bc69-4dd2-4e7d-8b69-372443b7fc6c,5,Excellent app gives accurate forcast reports on stock price,2025-09-18,1.3.5,Android
def559f6-b818-474b-acb1-a1e3879847fc,5,good,2025-09-18,1.3.5,Android
97af05b0-bc3c-47b0-8bb9-466db7211446,1,waste of money. You will save money if you completely ignore their recommended stocks. I have the paid version. I am very disappointed to experience it.,2025-09-18,unknown,Android
25ad71dd-db29-4548-90ce-42487364b8a3,5,Good App,2025-09-16,1.3.5,Android
eabb600c-6236-4dbd-b819-c9cea088323b,1,"I dont know if anyone else is facing this but liquide whatsapp msgs are worse than bajaj finance calls. I'm getting msgs on whatsapp every hour the moment i installed the app. This is not all marketing, you are starting to annoy. This is seriously making me doubt the credibility of this app.",2025-09-16,1.3.5,Android
ebc5ee22-95e2-4825-9775-c783a227eebd,5,super,2025-09-16,1.3.5,Android
03eaca30-a10c-4682-98cc-54480f37d8c7,5,excellant,2025-09-16,1.3.5,Android
9d960ab8-381d-46e1-9d94-932393d85654,5,very good,2025-09-16,1.3.5,Android
45149428-07aa-4abb-be00-08c9d2e4db0b,1,"And they don't even file your ITR on time there is nothing personalised about liquide black plan. you have to literally wait for days to get a response and also there is absolutely no concern towards the members. worst possible personalised financial advisors. liquide one is pathetic. They themselves ask us to not follow the suggestion. Overall, it is better to get a CA and subscribe to a good smallcap or invest in MF. this is exactly what these guys offer at least 10 times more price.",2025-09-15,1.3.5,Android
9beeb655-f4c7-4c04-a599-ac881330e2bf,1,"Seriously, there are way too many notifications about buying options trading subscriptions. If someone's not into it, they shouldn't be forced to see those notifications, and there should be a way to turn them off. This is the same problem for like, eight of my friends. If this keeps up, we're not renewing our subscriptions next year.",2025-09-15,1.3.5,Android
f3f7b6bc-1150-40b7-90cc-135e00751c53,5,Best,2025-09-15,1.3.5,Android
584c8be1-8881-42e1-977d-b4474f317a32,1,Nobody deserves to have their app opened when they don’t provide a dismiss option in their notification; they deserve to be uninstalled.,2025-09-14,unknown,Android
ca8b9a7b-bfef-4071-9651-2cd3f8522767,5,superb analysis,2025-09-14,1.3.5,Android
f40954bc-cfcd-4c7c-89a5-0001a1d9d309,5,👍,2025-09-14,1.3.5,Android
edf5ce2f-96ae-491e-8faa-d44eedb4f735,5,fantastic app ever,2025-09-14,1.3.5,Android
1094c4cc-b98d-4936-bd10-2828c59f4c9f,5,I have been using this app since a while it's a really good app it is smooth it gives the best stock recommendation you can get instant stock research nd stock card insights . They have best trade recommendations,2025-09-14,unknown,Android
832328aa-949a-473b-9628-8931dbd8b598,5,good 👍,2025-09-14,1.3.5,Android
ef2a0bf7-9a4c-429d-83e0-e2383565c62f,1,Waste of time and money. Don't subscribe.,2025-09-14,1.3.5,Android
a69be497-da35-4e49-a7c3-77b8a2bd8dd5,5,best app with detailed analysis,2025-09-13,1.3.5,Android
d5f12ab2-d766-4bee-b9be-e811ad72ded4,5,very good app,2025-09-13,1.3.5,Android
2aa84ba9-c0d4-484b-b9de-9b58e15ca96f,1,fake information charges leta hay free ap nahi hay,2025-09-13,1.3.5,Android
41abceb7-cfc1-4d8c-9123-9492c6f46bc8,5,very good app,2025-09-13,1.3.5,Android
3eaaf645-1abb-4816-acd9-dfba17694f4c,5,"If you’re looking for the best stock recommendation service, this is the one. Instant stock research saves me so much time.”",2025-09-13,unknown,Android
17c53aa1-52ff-4840-b2d6-3ce55130a4fc,1,completely fake. dont waste your time seeing fake reviews and ratings.,2025-09-13,unknown,Android
ed9b707e-3646-4249-a907-042baa99d3c8,5,good,2025-09-12,1.3.5,Android
6a3f0680-a280-4aa4-8177-a05c86ee4c36,5,Excellent 💐💐💐👌👍,2025-09-12,1.3.5,Android
b726b0f8-56bc-4f94-ac6d-bf2844c69256,5,🥰,2025-09-12,1.3.5,Android
0d6c6666-5b0d-4186-b092-d56a723f3fc5,5,very useful aap,2025-09-12,1.3.5,Android
874de616-f1be-4319-98d3-daffc0f25eec,1,please do not install app this app isn't safe my account data will be not delete after 30 days and he said your data will delete in 30 days fake app,2025-09-12,1.3.5,Android
e14eda3b-b6c6-42e5-a0d3-a403c938abf7,5,Best,2025-09-11,1.3.5,Android
104fc41b-a8e4-43ee-a2be-efd9d6a5f9ad,5,ok,2025-09-11,1.3.5,Android
33222ed5-60b2-43fe-89d1-a574f50eb38e,5,wanderful app,2025-09-11,1.3.5,Android
5a6328c9-5d4d-459b-b439-80421bb2dc60,5,good,2025-09-10,1.3.5,Android
e9cfd103-9538-46d9-a1c8-44fc742d29dd,5,excellent,2025-09-10,1.3.5,Android
dd59bc8c-dcda-44f6-af6b-610b96f17b79,1,sab ko money chahiya free kuch nahi hay,2025-09-10,1.3.5,Android
aeb06a4e-6b32-4659-ab27-ba2879257886,5,good,2025-09-10,1.3.5,Android
b12c5283-3ab7-417f-a5aa-77985d0c7a7e,5,Good 👍,2025-09-10,1.3.5,Android
1b56d94e-93cd-4407-b602-279d1d7d9837,5,Very nice and informative app. Thanks.,2025-09-10,1.3.5,Android
64d25a82-b728-4b1a-82a3-738e832421a3,5,good one,2025-09-10,1.3.5,Android
65856156-e78e-449e-ae5d-9f263106030b,5,very good,2025-09-09,1.3.5,Android
61349770-b397-4c5f-9083-e34310b37065,5,"Liquide makes investing simple and less stressful. I love the clean interface, easy portfolio analysis, and the “Ask Liquide” feature where real advisors guide you. Alerts are timely and have saved me from losses. Sometimes advisor responses are a bit slow, and premium features cost extra, but overall it’s a reliable app for both beginners and serious investors. Highly recommended for anyone wanting clarity in the stock market.",2025-09-08,unknown,Android
e188d4f1-887a-465d-a906-f491ed068d14,5,nice app,2025-09-08,1.3.5,Android
83f86f4f-6270-44df-9423-bb3bf864745b,4,best analysis,2025-09-08,1.2.2,Android
04ed8b37-4714-4e5f-85e8-35bcc3501f04,5,bar inventory,2025-09-07,unknown,Android
248b52ac-0b60-40e3-ad8e-f6bae3d2dcfc,5,"Mixology drinks, recipes bartender,drink recipe.",2025-09-07,unknown,Android
